BlockId,Label
blk_-2736022078166569567,Normal
blk_6584943090381348051,Normal
blk_-5217435310743637551,Normal
blk_-311226655024757200,Normal
blk_-5006915006478235225,Normal
blk_-3304629641133482436,Normal
blk_-8903847004512332654,Normal
blk_-1104018361361325945,Normal
blk_-8155409043034871623,Normal
blk_4991576130712893655,Normal
blk_2889864046932891189,Normal
blk_-2590057905078537066,Normal
blk_-5550110560845733041,Normal
blk_-8341102018333037248,Normal
blk_2294600790656816655,Normal
blk_-6827729305666498601,Normal
blk_-4187354324048472434,Normal
blk_3563903330975658136,Normal
blk_1175768053199292894,Normal
blk_1941823730857083799,Normal
blk_4262723691885942076,Normal
blk_-5594513084694337919,Normal
blk_-7875346305829102659,Normal
blk_8975784420855095283,Anomaly
blk_993316727245644324,Normal
blk_312212655746919643,Normal
blk_268470489245494373,Normal
blk_845619111872659887,Normal
blk_3371646488413714176,Normal
blk_-6188096011488092601,Normal
blk_-7013689736038876670,Normal
blk_7541034627267962761,Normal
blk_-2968846073651305677,Normal
blk_7267150903868949897,Normal
blk_349812172747126563,Normal
blk_-4577498378909664287,Normal
blk_1503837712781706209,Normal
blk_-4577193670204126134,Normal
blk_3174751483965949562,Anomaly
blk_2819072101497310021,Normal
blk_-8597797659458276328,Normal
blk_-524865203244529196,Normal
blk_3733773024533525840,Normal
blk_321836615356633577,Normal
blk_-789121331302408582,Normal
blk_-1749022762966269981,Normal
blk_-5934606163012420836,Normal
blk_3055843674966143590,Normal
blk_9030118082126734881,Normal
blk_-2802430458716469962,Normal
blk_3169038892931358557,Normal
blk_-1642472372717781799,Normal
blk_-3462163259599187733,Normal
blk_-4753783660294567604,Normal
blk_1496301526161628664,Normal
blk_5446371895143623271,Normal
blk_-5355223559069469409,Normal
blk_3969144456150911517,Normal
blk_-4842669713490791548,Normal
blk_7163550077698750164,Normal
blk_-6571129720844137953,Normal
blk_-8854582580171527305,Normal
blk_-8664994210876032912,Normal
blk_2180069557108728680,Normal
blk_4986555305252331163,Normal
blk_6831971243237705547,Normal
blk_7862592195173981493,Normal
blk_6979128206048921089,Normal
blk_-5934958579674044791,Normal
blk_5479991025666274622,Normal
blk_-5514942156586026966,Normal
blk_-6008212789376677736,Normal
blk_-6433706936017306230,Normal
blk_3867444311364181906,Normal
blk_-2204995146652735082,Normal
blk_-1344414382455035258,Normal
blk_-5748259780611159029,Normal
blk_4679322380252553937,Normal
blk_7258101505391955834,Normal
blk_-7144841706108220450,Normal
blk_-7181160693513998036,Normal
blk_-196178117814803129,Normal
blk_-732463388474186015,Normal
blk_-4498718512656070135,Normal
blk_7979530908623929954,Normal
blk_-3661623768626996631,Normal
blk_83011911604328233,Normal
blk_474044117360742478,Normal
blk_7743660680532172135,Normal
blk_-8106969326376998931,Normal
blk_476429298830481026,Normal
blk_-8210880014890305322,Normal
blk_4473835583613406812,Normal
blk_6449160132965780136,Normal
blk_-1274514892905775991,Normal
blk_-582384707477004046,Normal
blk_1403510496212632306,Normal
blk_6544815474461006180,Normal
blk_8712776057604649132,Normal
blk_8922692504150928377,Anomaly
blk_-3333903306891190500,Normal
blk_6921127881436122084,Normal
blk_6051183265899502163,Anomaly
blk_-8426566918839220582,Normal
blk_-6258885270084779885,Normal
blk_1107186981624229499,Normal
blk_-1845560243503114327,Normal
blk_4298455669642651545,Normal
blk_-4583875608071331457,Normal
blk_6769053268159588478,Normal
blk_6631086113361619453,Normal
blk_8078643219945400073,Normal
blk_-4820700464576375874,Normal
blk_5528835497664878134,Normal
blk_-1240277292298593417,Normal
blk_-4869289116251462098,Normal
blk_7125954578896252242,Normal
blk_135831840003655092,Normal
blk_6876787129082578677,Normal
blk_-8281616190989371437,Normal
blk_5621944039333389636,Normal
blk_448592873889985922,Anomaly
blk_-7531008357806948129,Normal
blk_-7830755405319927223,Normal
blk_8444270519748148509,Normal
blk_5383809695286867739,Normal
blk_-2950118682200721285,Normal
blk_-5116938869600466945,Normal
blk_2926607281908304549,Normal
blk_785021013468554859,Normal
blk_-5072585453445081292,Normal
blk_3363208944509413217,Normal
blk_-3225530536565420283,Normal
blk_-3899282670580336902,Normal
blk_5725888601974460806,Normal
blk_8573325734964424286,Normal
blk_-4626662480734473539,Normal
blk_3684520273531547716,Normal
blk_3031466178784688148,Normal
blk_3447858399867267931,Normal
blk_-3638528469418831488,Normal
blk_6738735137136081754,Normal
blk_-6231180371341179448,Normal
blk_-3290270444254552155,Normal
blk_7026301335656234995,Normal
blk_-5855948009120163806,Normal
blk_1841228303075962145,Normal
blk_7183130434977249731,Normal
blk_8230592975285677144,Normal
blk_-8246722475873613265,Normal
blk_2606274613972693951,Normal
blk_-3606303039975641380,Normal
blk_-7947755597886284781,Normal
blk_6341023401568408656,Normal
blk_-4389775873434598970,Normal
blk_-3821960786903365074,Normal
blk_5686050786173308519,Normal
blk_2290021749972801665,Normal
blk_3898641791288866156,Normal
blk_-2221822678673544645,Normal
blk_-3484009776160541036,Normal
blk_-3550303389612473663,Normal
blk_2469689119699068840,Normal
blk_5802422621813160452,Normal
blk_-7058474946341364348,Normal
blk_350696426895410369,Normal
blk_-2929283588547827425,Normal
blk_-2146662066189853635,Normal
blk_369184544436845231,Normal
blk_7059235214917384755,Normal
blk_1430759093635874652,Normal
blk_1146108147655652505,Normal
blk_5676517920544417796,Normal
blk_3355205899519577761,Normal
blk_-6588618799865695917,Normal
blk_-2913780377423623379,Normal
blk_-3980882089409773867,Normal
blk_4738317170977065501,Normal
blk_7549882243733033545,Normal
blk_8883421416344642148,Normal
blk_8544418143895980388,Normal
blk_-6502706664388248553,Normal
blk_8871210583899344330,Normal
blk_476595628397429887,Normal
blk_-969190816816063861,Normal
blk_8285247697336013369,Normal
blk_2409778619665564542,Normal
blk_-5131129888377167,Normal
blk_8876623957882427606,Normal
blk_-6740367283071055571,Normal
blk_6173366077230028402,Normal
blk_6874138802078044800,Normal
blk_1301700854821355647,Normal
blk_2377186251021196923,Normal
blk_-8844648831553115168,Normal
blk_-196461431859144246,Normal
blk_-3582909110816085931,Normal
blk_1044196560349460645,Normal
blk_2179395451253950495,Normal
blk_-3534948072600775762,Normal
blk_-2511678286431987962,Normal
blk_2647548753132275134,Normal
blk_8892946833207246710,Normal
blk_-3432811463524025167,Normal
blk_-6749547417402991428,Normal
blk_-6927290034341353814,Normal
blk_4240421695022555427,Normal
blk_-8847255097709612072,Normal
blk_-4429475316355056854,Normal
blk_-8232805807553023433,Normal
blk_7865818174831484581,Anomaly
blk_1113822473565022381,Normal
blk_8538418382611596591,Normal
blk_-6124450708379864613,Normal
blk_2428203400044134850,Normal
blk_8843850507001373378,Normal
blk_2574157846622519279,Normal
blk_-6127962985416837806,Normal
blk_-784142585798609041,Normal
blk_512363147112021223,Normal
blk_-5557105176152778802,Normal
blk_-2382389751032389929,Normal
blk_-7726798057831307366,Normal
blk_-8989637111546486768,Normal
blk_-7129938157641579552,Normal
blk_75213687481863239,Normal
blk_5360535177585557321,Normal
blk_5696371105071535054,Normal
blk_-4940431983319536262,Normal
blk_-6520030462660619051,Normal
blk_-1949968870137262354,Normal
blk_2544340128461285107,Normal
blk_266050041847888654,Normal
blk_6481102757461949828,Normal
blk_6458675875817635390,Normal
blk_-7499677793330381206,Normal
blk_4685864904040870678,Normal
blk_-3198534009339771093,Normal
blk_-1660256537217386052,Normal
blk_259221690676619372,Normal
blk_3830916988813987029,Normal
blk_4690761409986890576,Normal
blk_7931027618406555566,Normal
blk_-369649684052371500,Normal
blk_5314913134402471606,Normal
blk_-8945247159430197854,Normal
blk_-7827099936537135850,Normal
blk_-5486806594361556790,Normal
blk_5121865123795875693,Normal
blk_7187385588213969863,Normal
blk_3463356181318432630,Normal
blk_-8183397569667931145,Normal
blk_8750997530106786888,Anomaly
blk_5879148549241011453,Normal
blk_-2236131320508581157,Normal
blk_-6541926024237959879,Normal
blk_4281276703174061744,Normal
blk_6142121585577592304,Normal
blk_-1562349907678845317,Normal
blk_-3634129476677736855,Normal
blk_-8841946190908468736,Normal
blk_-4853591198624003599,Normal
blk_1079062196178133512,Normal
blk_7781969598240387068,Normal
blk_-3066395560806105042,Normal
blk_-6064387680059666120,Normal
blk_8436884996754537406,Normal
blk_6637461720665118296,Normal
blk_-5747789193163827795,Normal
blk_-7261016699776316248,Anomaly
blk_6048903559150060297,Normal
blk_-8564887612605221745,Normal
blk_718923348939574516,Normal
blk_9139736021300310875,Normal
blk_-3390831806322240721,Normal
blk_6065529398204438451,Normal
blk_-21511055669303938,Normal
blk_-7720435481286742707,Normal
blk_3206591630924866263,Normal
blk_-1024111666072608860,Normal
blk_-7558405665651817421,Normal
blk_-7064818026825325080,Normal
blk_7409100024045179646,Anomaly
blk_-6518874316130635814,Normal
blk_-6853141743423548732,Normal
blk_-8717408177813991125,Normal
blk_-2204565043490841052,Normal
blk_-6220004753645739802,Normal
blk_-6611443712943925985,Normal
blk_4360614458265238761,Normal
blk_-256987950024366553,Normal
blk_4108188233306563869,Normal
blk_-7994532048860001059,Normal
blk_7277386080338318562,Normal
blk_-6952295868487656571,Normal
blk_3523500992415372662,Normal
blk_-7693360519127908310,Normal
blk_-3535745697875280072,Normal
blk_1126185031544938129,Normal
blk_-1960867505998358789,Normal
blk_2036925106357831642,Normal
blk_4281421419951825346,Normal
blk_-9162656199001154940,Normal
blk_-2942348081186881566,Normal
blk_5890146161807657166,Normal
blk_6234382026295468952,Normal
blk_5468541794269890255,Normal
blk_4894604749909493419,Normal
blk_-5758400055570531686,Normal
blk_-1947190431040168717,Normal
blk_-4989632151902114092,Normal
blk_-6304142085174265203,Normal
blk_6904892502923938951,Normal
blk_5038240079088975938,Normal
blk_7625398605863794410,Normal
blk_4632581286229128494,Normal
blk_-6003146599249402798,Normal
blk_-5704207942264656243,Normal
blk_-7474012484907592424,Normal
blk_-6343486872402960301,Normal
blk_-3177524613160405610,Normal
blk_3202793887240026498,Normal
blk_3644589028179739497,Normal
blk_-198164242451546164,Normal
blk_-4545249265623052954,Normal
blk_1288151332965298521,Normal
blk_3146336002919263055,Normal
blk_2897359511663799170,Normal
blk_-8157058036207611910,Normal
blk_-4336696823570809101,Normal
blk_3675551156013406164,Normal
blk_-6655966220924532449,Normal
blk_-5848306973659921501,Normal
blk_-8616195155998656568,Normal
blk_4200831749650787744,Normal
blk_-1458875489312605225,Normal
blk_1520817668331526404,Normal
blk_-2812142493519080162,Normal
blk_-5357165444811048723,Normal
blk_59685957914152811,Normal
blk_-4025403648467660366,Normal
blk_-5601357084064732228,Normal
blk_8746861103856581409,Normal
blk_-3052431536932607735,Normal
blk_5283134960555549953,Normal
blk_-4613596993997604897,Normal
blk_8557704975404589049,Normal
blk_-4577192798445174452,Normal
blk_4993285353249707081,Normal
blk_-3732170362550357185,Normal
blk_6571332664694652693,Normal
blk_727384415632995899,Normal
blk_-3504225906354855761,Normal
blk_-8111755175278120764,Normal
blk_-7860072815013493684,Normal
blk_-5941183336447065792,Normal
blk_2675280659010207693,Normal
blk_8108961284173445463,Normal
blk_-8394978123314571529,Normal
blk_3002288343130146495,Normal
blk_6664251586568985738,Normal
blk_-2033526004731990730,Anomaly
blk_5291299873919879108,Normal
blk_2750875891098809495,Normal
blk_6051030458020008448,Normal
blk_-3214720873691700791,Normal
blk_5766851074090750602,Normal
blk_7961271969920687234,Normal
blk_-4735114931705254565,Normal
blk_5693107986425482799,Normal
blk_8183499320232702853,Normal
blk_9036962293154594303,Anomaly
blk_-4069087448078482387,Normal
blk_8175851299320156871,Normal
blk_2390944746532556340,Normal
blk_4656701484219983831,Normal
blk_6207632596595610640,Normal
blk_989757635324841895,Normal
blk_-5148302024746610273,Normal
blk_-3894216558450318958,Normal
blk_1996733273985027642,Normal
blk_5360473427736901336,Normal
blk_-706908840318154841,Normal
blk_-1748869645497411855,Anomaly
blk_9079723482633125133,Normal
blk_4672116650423460952,Normal
blk_-4125000472442683741,Normal
blk_-2417760904557009288,Normal
blk_-1115810796127545022,Normal
blk_-3956832056423535447,Normal
blk_5194028516980543224,Normal
blk_6480224191171674368,Normal
blk_-8335116278707491872,Normal
blk_-2452869049009213649,Normal
blk_-7552081187740520352,Normal
blk_-90485971640555718,Normal
blk_-2213979973897387465,Normal
blk_-2294591454857120265,Normal
blk_4801444372269531206,Normal
blk_4966114407206237309,Normal
blk_-6360186373949266757,Normal
blk_6437304974866460585,Normal
blk_-1388696405279305133,Normal
blk_7586865034669649628,Normal
blk_-8869789713178160838,Normal
blk_6783491410596416503,Normal
blk_7147157059683490478,Normal
blk_2804320284643888954,Normal
blk_8002705850153711729,Normal
blk_-2776758489500711071,Normal
blk_8424619398612866719,Anomaly
blk_-8461772690769403856,Normal
blk_8099636301674972800,Normal
blk_-821991238416755984,Normal
blk_3016799564280707404,Normal
blk_-7474590034781010085,Normal
blk_-1893423119954937204,Normal
blk_4942998120705839574,Normal
blk_2149686960078449150,Normal
blk_2006441249099865684,Normal
blk_3996614464467767161,Normal
blk_4028653978990719925,Normal
blk_626769207181622620,Normal
blk_3374227455545153867,Normal
blk_7494566123003739045,Normal
blk_-811112484793995707,Normal
blk_-7133322677099846862,Normal
blk_-7294206923994680767,Normal
blk_3684529856192373780,Normal
blk_-4049968828783653160,Normal
blk_6738033634289992753,Normal
blk_-2488373130522728354,Normal
blk_7176662656252277557,Normal
blk_-6808110775352353634,Normal
blk_1385529775260343422,Normal
blk_-353453293237029056,Normal
blk_4622559013277803196,Normal
blk_8894842511193974023,Normal
blk_1449835857128821457,Normal
blk_-9031869080435713862,Normal
blk_-8483652802536509962,Normal
blk_9203032438909545630,Normal
blk_-239834655469676319,Normal
blk_4775120579236194292,Normal
blk_-667443593123499635,Normal
blk_2956788515709340926,Normal
blk_-274202754073179018,Normal
blk_3678004206055698589,Normal
blk_4071082175154068150,Normal
blk_1141643274063438463,Normal
blk_2864152311022336601,Normal
blk_6865374310801535775,Normal
blk_8215417782549978040,Normal
blk_-8776026722404695145,Normal
blk_-4332787501304840956,Normal
blk_-2182486493224848917,Normal
blk_-336390624425593848,Normal
blk_8322060351407912094,Normal
blk_7907271105957366348,Normal
blk_-6251936353024753671,Normal
blk_-7716715080110991402,Normal
blk_3826141471535036841,Normal
blk_7574686337110743223,Normal
blk_8909073982308380058,Normal
blk_-2218621196865876740,Normal
blk_-545110991538511559,Normal
blk_-6095831858104001337,Normal
blk_-7454132674061645177,Normal
blk_-2665038627741237938,Normal
blk_535106793607016574,Normal
blk_3517967462343156558,Normal
blk_-4755984580687769951,Normal
blk_-1053146324713830732,Normal
blk_-4963627305227694001,Normal
blk_-7466682065976660128,Normal
blk_-8829547561263666289,Normal
blk_-1375722282658006873,Normal
blk_9172528747207248838,Normal
blk_7633573968959720639,Normal
blk_-6551550284641400888,Normal
blk_-3409990052311056949,Normal
blk_-3065277171028632117,Normal
blk_4416281609730372026,Normal
blk_-6265517512203116182,Normal
blk_6404252731726582635,Normal
blk_-3407084164946771837,Normal
blk_-7318231140750189710,Normal
blk_-5333004107300651326,Normal
blk_7575910878683030207,Normal
blk_-4560669296456646716,Anomaly
blk_-6573466268295621155,Normal
blk_4970230687982154070,Normal
blk_8682895962540804129,Normal
blk_7655112125682124111,Normal
blk_-8228173669558985342,Normal
blk_-2658052723988970119,Normal
blk_-2493159245727143573,Normal
blk_789568544104255452,Normal
blk_3924913144793537081,Normal
blk_7563285821095470685,Normal
blk_-1151481988356001746,Normal
blk_1308819082981142619,Normal
blk_-4750386933827377397,Normal
blk_7091565448870923095,Normal
blk_8251359911027527969,Anomaly
blk_-7966868634944812661,Normal
blk_-5747493252772214296,Normal
blk_-1787248317930052900,Normal
blk_-1912989678740272489,Normal
blk_-7424651858149715762,Normal
blk_540370397982004488,Normal
blk_2335706818912880695,Normal
blk_4105256862540579696,Normal
blk_6120392738678686096,Normal
blk_-2275470483066337873,Normal
blk_-4912333745151943677,Normal
blk_7884158892263724876,Normal
blk_6248201933083906394,Normal
blk_-6851162362804047466,Normal
blk_5817800461472465612,Normal
blk_-5270113544917419046,Normal
blk_3355706913431148022,Normal
blk_-6163067990298638325,Normal
blk_-4419890609008597867,Normal
blk_-4166335129142701653,Normal
blk_-7985415248440048381,Normal
blk_-387741725893514538,Normal
blk_-2283906241828318320,Normal
